"","id","vintage_year","monthly_installment","loan_balance","bureau_score","num_bankrupt_iva","time_since_bankrupt","num_ccj","time_since_ccj","ccj_amount","num_bankrupt","num_iva","min_months_since_bankrupt","pl_flag","region","ltv","arrears_months","origination_date","maturity_date","repayment_type","arrears_status","arrears_segment","mob","remaining_mat","loan_term","live_status","repaid_status","month","arrears_event","bankrupt_event","term_expiry_event","worst_arrears_status","max_arrears_12m","recent_arrears_date","months_since_2mia","avg_mia_6m","max_arrears_bal_6m","max_mia_6m","avg_bal_6m","avg_bureau_score_6m","cc_util","annual_income","emp_length","months_since_recent_cc_delinq","default_event","default_flag"
"916",6533831,2003,987.67,95004.31,"256","0","0","0","0","0","0","0","0",0,"r_b",0.4353,0,2003-09-25,2025-09-30,"Non-IO",1,1,144,120,22,1,0,9,0,0,0,1,0,"NA","NA",0,-36,0,97220,"304",0.5352,68408,5,10,0,1
"917",5723906,2004,957.16,107230.16,"436","0","0","0","0","0","0","0","0",0,"r_b",0.4748,0,2004-11-23,2027-11-30,"Non-IO",1,1,130,146,23,1,0,9,0,0,0,1,0,"NA","NA",0,-56,0,109136,"378",0.5664,67429,5,7,0,1
"918",5210501,2005,441.03,42173.56,"194","0","0","0","0","0","0","0","0",0,"r_e",0.3679,0,2005-09-08,2025-09-30,"Non-IO",1,1,120,120,20,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,43152,"188",0.3182,75589,3,15,0,1
"919",6190395,2006,529.57,69759.65,"235","0","0","2","46","847","0","0","0",1,"r_c",0.7335,0,2006-05-30,2031-05-31,"Non-IO",1,1,112,188,25,1,0,9,0,0,0,1,0,"NA","NA",0,-132,0,70676,"224",0.3444,61669,7,15,0,1
"920",1320165,2006,319.6,56946.69,"488","0","0","0","0","0","0","0","0",1,"r_e",0.4291,0,2006-06-07,2041-06-30,"Non-IO",1,1,111,309,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,57270,"484",0.3867,70015,3,13,0,1
"921",8508042,2004,383,28377.29,"448","0","0","0","0","0","0","0","0",0,"r_h",0.2374,0,2004-02-19,2025-02-28,"Non-IO",1,1,139,113,21,1,0,9,0,0,0,1,0,"NA","NA",0,-30730,0,29356,"460",0.242,33198,3,11,0,1
"922",7326227,2006,391.5,103829.74,"156","0","0","0","0","0","0","0","0",0,"r_b",0.8436,0,2006-01-24,2031-01-31,"IO",1,1,116,184,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,103826,"186",0.1977,59479,4,13,0,1
"923",9814523,2005,662.04,174882.62,"450","0","0","0","0","0","0","0","0",0,"r_e",0.3796,0,2005-06-20,2030-06-30,"IO",1,1,123,177,25,1,0,9,0,0,0,1,0,"NA","NA",0,-1274,0,174884,"502",0.3345,75859,4,14,0,1
"924",2763414,2006,455.6,80366.27,"201","0","0","1","6","2425","0","0","0",1,"r_l",0.7372,1,2006-04-13,2041-04-30,"Non-IO",2,2,113,307,35,1,0,9,0,0,0,2,1.8924,"NA","NA",2,862,2,80884,"244",0.3282,77402,10,12,0,1
"925",9213297,2007,564.4,142285.24,"297","0","0","0","0","0","0","0","0",1,"r_d",0.7579,7e-04,2007-03-13,2032-03-31,"IO",2,1,102,198,25,1,0,9,0,0,0,1,7e-04,"NA","NA",0,0,0,142278,"298",0.4108,35694,4,2,0,1
"926",5824954,2006,356.41,62988.78,"404","0","0","0","0","0","0","0","0",1,"r_g",1.0075,0,2006-07-27,2041-07-31,"Non-IO",1,1,110,310,35,1,0,9,0,0,0,1,0,"NA","NA",0,-130,0,63944,"342",0.4971,70937,10,8,0,1
"927",7083232,2006,542.5,96530.15,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"r_d",0.7419,0,2006-05-17,2041-05-31,"Non-IO",1,1,112,308,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,97080,"NA",0.2669,65767,8,15,0,1
"928",2300599,2007,700.9,176650.11,"534","0","0","0","0","0","0","0","0",1,"r_h",0.9574,0,2007-05-01,2032-05-31,"IO",1,1,100,200,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,176642,"534",0.5437,78552,6,9,0,1
"929",9336917,2006,318.29,42934.37,"273","0","0","1","69","6926","0","0","0",0,"r_c",0.522,0,2006-10-30,2031-10-31,"Non-IO",1,1,107,193,25,1,0,9,0,0,0,1,0,"NA","NA",0,-240,0,43584,"214",0.4259,78602,6,7,0,1
"930",9017749,2007,701.6,70901.76,"506","0","0","0","0","0","0","0","0",0,"r_i",0.3776,0,2007-03-28,2027-03-31,"Non-IO",1,1,102,138,20,1,0,9,0,0,0,1,0,"NA","NA",0,-64,0,72150,"510",0.3445,53873,4,16,0,1
"931",9538880,2007,430.6,108541.1,"507","0","0","0","0","0","0","0","0",1,"r_e",0.185,0,2007-02-21,2037-02-28,"IO",1,1,103,257,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,108530,"522",0.5402,66936,6,6,0,1
"932",2532070,2004,332.11,40761.71,"426","0","0","0","0","0","0","0","0",1,"r_c",0.4682,0,2004-10-04,2029-10-31,"Non-IO",1,1,131,169,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,41352,"426",0.4691,47240,5,9,0,1
"933",1815273,2002,336,29409.25,"439","0","0","0","0","0","0","0","0",0,"r_a",0.3612,0,2002-10-10,2027-10-31,"Non-IO",1,1,155,145,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,30190,"440",0.8137,74828,5,7,0,1
"934",5114170,2006,559.6,144944.31,"144","0","0","0","0","0","0","0","0",0,"r_d",0.6773,1.6512,2006-07-17,2031-07-31,"IO",2,2,110,190,25,1,0,9,1,0,0,2,2.9993,"42216","2",2,1678,2,145232,"196",0.811,29466,4,4,1,0
"935",1318055,2007,969.32,134861.22,"377","0","0","0","0","0","0","0","0",0,"r_a",0.841,0,2007-04-18,2032-04-30,"Non-IO",1,1,101,199,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,136458,"410",0.423,62114,5,7,0,1
"936",1995681,2007,124.13,20205.55,"347","0","0","0","0","0","0","0","0",0,"r_g",0.1225,0,2007-01-18,2037-01-31,"Non-IO",1,1,104,256,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,20370,"332",0.6726,64024,12,5,0,1
"937",1147645,2005,1395.27,338327.86,"511","0","0","0","0","0","0","0","0",0,"r_b",0.7453,0,2005-11-08,2029-11-30,"Non-IO",1,1,118,170,24,1,0,9,0,0,0,1,0,"NA","NA",0,-14010,0,339208,"502",0.6523,56587,3,12,0,1
"938",6633760,2006,518.6,8543.28,"436","0","0","0","0","0","0","0","0",1,"r_c",0.1216,0,2006-02-10,2017-02-28,"Non-IO",1,1,115,17,11,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,10228,"458",0.6755,98052,11,5,0,1
"939",5032047,2006,460.3,18195.95,"490","0","0","0","0","0","0","0","0",1,"r_i",0.1316,0,2006-05-09,2017-05-31,"Non-IO",1,1,112,20,11,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,19544,"444",0.2424,64939,10,13,0,1
"940",2828016,2005,437.2,73996.84,"385","0","0","0","0","0","0","0","0",0,"r_e",0.2864,1.2123,2005-09-26,2037-09-30,"Non-IO",2,2,120,264,32,1,0,9,1,0,0,2,2.6597,"42247","1",2,1162,2,74558,"422",1.0367,103564,5,10,1,0
"941",3623590,2007,1256.73,332143.3,"327","0","0","0","0","0","0","0","0",0,"r_f",0.3707,0,2007-05-29,2032-05-31,"IO",1,1,100,200,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,332144,"324",0.3362,60929,4,12,0,1
"942",8400121,2005,766.39,202441.61,"592","0","0","0","0","0","0","0","0",0,"r_i",0.7588,0,2005-09-27,2035-09-30,"IO",1,1,120,240,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,202444,"568",0.5412,55733,6,10,0,1
"943",8977111,2006,319.68,51999.18,"294","0","0","0","0","0","0","0","0",0,"r_c",0.6088,0,2006-11-17,2036-11-30,"Non-IO",1,1,106,254,30,1,0,9,0,0,0,1,0,"NA","NA",0,-122,0,51890,"294",0.2137,68852,9,13,0,1
"944",8167154,2004,499.2,25844.82,"389","0","0","0","0","0","0","0","0",0,"r_h",0.1526,0,2004-01-28,2021-01-31,"Non-IO",1,1,140,64,17,1,0,9,0,0,0,1,0,"NA","NA",0,-7194,0,27428,"432",0.254,58194,6,15,0,1
"945",1391367,2005,397,69083.97,"536","0","0","0","0","0","0","0","0",1,"r_l",0.6361,0,2005-04-13,2040-04-30,"Non-IO",1,1,125,295,35,1,0,9,0,0,0,1,0,"NA","NA",0,-210,0,69508,"530",0.5505,56151,6,10,0,1
"946",4600341,2004,782.3,112336.73,"268","0","0","0","0","0","0","0","0",0,"r_b",0.6491,0,2004-12-14,2032-12-31,"Non-IO",1,1,129,207,28,1,0,9,0,0,0,2,2,"42247","1",0,1564,2,113958,"278",0.7628,58495,10,12,0,1
"947",1669453,2005,462.01,72557.47,"545","0","0","0","0","0","0","0","0",0,"r_a",0.5242,0,2005-09-20,2035-09-30,"Non-IO",1,1,120,240,30,1,0,9,0,0,0,1,0,"NA","NA",0,-154,0,73206,"542",0.376,66579,8,12,0,1
"948",4659703,2007,148.26,211794.13,"562","0","0","0","0","0","0","0","0",0,"r_d",0.6371,0,2007-05-14,2017-05-31,"IO",1,1,100,20,10,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,211792,"546",0.6775,58894,6,11,0,1
"949",2671861,2003,846.28,223608.98,"285","0","0","0","0","0","0","0","0",0,"r_b",0.7184,0,2003-02-07,2022-02-28,"IO",1,1,151,77,19,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,223610,"358",0.5186,71885,9,7,0,1
"950",3763531,2004,97.68,98502.18,"555","0","0","0","0","0","0","0","0",0,"r_l",0.6871,0,2004-11-10,2029-11-30,"IO",1,1,130,170,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,98502,"600",0.408,73339,9,6,0,1
"951",4978297,2006,539,72509.53,"488","0","0","0","0","0","0","0","0",1,"r_m",0.5861,0,2006-09-15,2031-09-30,"Non-IO",1,1,108,192,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,73380,"494",0.381,52626,5,14,0,1
"952",7242207,2007,360.93,66346.83,"460","0","0","0","0","0","0","0","0",0,"r_i",0.7506,0,2007-01-03,2042-01-31,"Non-IO",1,1,104,316,35,1,0,9,0,0,0,1,0,"NA","NA",0,-26,0,66728,"458",0.1611,66236,9,16,0,1
"953",4723293,2004,438.9,66836.98,"300","0","0","0","0","0","0","0","0",0,"r_c",0.6781,0,2004-07-20,2034-07-31,"Non-IO",1,1,134,226,30,1,0,9,0,0,0,1,0,"NA","NA",0,-150,0,67484,"294",0.5909,22082,5,7,0,1
"954",2107031,2005,427.06,112856.27,"292","1","37","1","37","0","0","1","0",0,"r_l",0.6642,0,2005-02-15,2040-02-29,"IO",1,1,127,293,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,112856,"258",0.3334,37167,2,15,0,1
"955",2556181,2005,384.79,47004.86,"278","0","0","0","0","0","0","0","0",0,"r_c",0.4552,0,2005-06-14,2029-06-30,"Non-IO",1,1,123,165,24,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,47728,"274",0.6524,74756,3,5,0,1
"956",4828770,2005,766.04,202358.86,"296","0","0","0","0","0","0","0","0",0,"r_i",0.5887,0,2005-04-22,2029-04-30,"IO",1,1,125,163,24,1,0,9,0,0,0,1,0,"NA","NA",0,-2412,0,202360,"322",0.6952,48048,5,10,0,1
"957",6402396,2007,534.09,134619.24,"344","0","0","1","37","1941","0","0","0",1,"r_h",0.9696,1,2007-05-22,2042-05-31,"IO",2,1,100,320,35,1,0,9,1,0,0,1,1,"NA","NA",0,0,0,134078,"300",0.6267,57053,5,8,1,0
"958",5071276,2006,551.7,139171.45,"294","1","64","1","64","0","0","1","0",0,"r_d",0.8002,0,2006-05-22,2028-05-31,"IO",1,1,112,152,22,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,139162,"296",0.4657,46285,3,3,0,1
"959",5816657,2005,880.38,44953.5,"322","0","0","0","0","0","0","0","0",0,"r_e",0.156,0,2005-07-08,2020-07-31,"Non-IO",1,1,122,58,15,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,47424,"318",0.7038,54930,5,10,0,1
"960",5998989,2004,1066.4,70983.16,"378","0","0","0","0","0","0","0","0",0,"r_a",0.4662,0,2004-01-09,2022-01-31,"Non-IO",1,1,140,76,18,1,0,9,0,0,0,1,0,"NA","NA",0,-206,0,73782,"382",0.4733,33382,1,9,0,1
"961",9846290,2007,800.8,110330.65,"480","0","0","0","0","0","0","0","0",1,"r_d",0.6988,0,2007-04-04,2032-04-30,"Non-IO",1,1,101,199,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,111588,"424",0.3294,73547,8,13,0,1
"962",1932085,2007,515.24,92950.74,"415","0","0","0","0","0","0","0","0",1,"r_c",0.8774,0,2007-04-02,2042-04-30,"Non-IO",1,1,101,319,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,92682,"392",0.2018,54400,2,12,0,1
"963",8891365,2002,300.5,35146.7,"256","0","0","1","10","1214","0","0","0",0,"r_i",0.315,0,2002-12-10,2027-12-31,"Non-IO",1,1,153,147,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,35726,"258",0.262,54376,5,13,0,1
"964",5417711,2006,332.4,43824.03,"309","0","0","0","0","0","0","0","0",0,"r_i",0.5467,0,2006-11-23,2030-11-30,"Non-IO",1,1,106,182,24,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,44404,"310",0.3917,29016,2,12,0,1
"965",5080936,2004,366.7,26640.29,"443","0","0","0","0","0","0","0","0",0,"r_i",0.2825,0,2004-07-26,2020-07-31,"Non-IO",1,1,134,58,16,1,0,9,0,0,0,1,0,"NA","NA",0,-2540,0,27382,"428",0.5124,58901,4,5,0,1
"966",4215607,2005,523.1,90972.3,"290","0","0","0","0","0","0","0","0",1,"r_c",0.7774,0,2005-06-24,2040-06-30,"Non-IO",1,1,123,297,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,91902,"328",0.3579,81510,7,14,0,1
"967",5568664,2005,482.78,128077.34,"300","1","35","2","6","2491","0","1","0",0,"r_h",0.9153,1,2005-06-02,2032-06-30,"IO",2,2,123,201,27,1,0,9,1,0,0,2,1,"NA","NA",0,482,2,127780,"300",0.7063,35262,1,10,1,0
"968",9408143,2003,334.27,32325.59,"303","0","0","1","71","12926","0","0","0",1,"r_c",0.4743,0,2003-04-15,2028-04-30,"Non-IO",1,1,149,151,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,33058,"308",0.1919,56814,9,13,0,1
"969",7367845,2004,1072.2,32403.18,"388","0","0","0","0","0","0","0","0",1,"r_e",0.3555,0,2004-08-06,2018-08-31,"Non-IO",1,1,133,35,14,1,0,9,0,0,0,1,0,"NA","NA",0,-2252,0,35850,"374",0.1559,79342,9,14,0,1
"970",9767729,2006,877.3,219021.94,"167","0","0","4","11","10411","0","0","0",0,"r_d",0.8114,0,2006-04-25,2031-04-30,"IO",1,1,113,187,25,1,0,9,0,0,0,2,1,"NA","NA",0,878,2,219454,"166",0.3969,52880,5,14,0,1
"971",5122479,2006,561.21,102633.85,"564","0","0","0","0","0","0","0","0",0,"r_i",0.7291,0,2006-10-31,2041-10-31,"Non-IO",1,1,107,313,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,103236,"532",0.4627,53886,1,8,0,1
"972",8482872,2005,674.9,78585.96,"489","0","0","0","0","0","0","0","0",1,"r_d",0.4877,0,2005-09-26,2028-09-30,"Non-IO",1,1,120,156,23,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,79844,"352",0.9012,54395,3,7,0,1
"973",8641011,2006,367.5,94433.77,"434","0","0","0","0","0","0","0","0",1,"r_m",0.7754,0,2006-01-26,2031-01-31,"IO",1,1,116,184,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,94430,"434",0.3364,39520,3,11,0,1
"974",6080794,2004,512.08,135148.12,"479","0","0","0","0","0","0","0","0",0,"r_d",0.7576,0,2004-06-22,2029-06-30,"IO",1,1,135,165,25,1,0,9,0,0,0,1,0,"NA","NA",0,-1036,0,135148,"542",0.3493,50341,6,12,0,1
"975",6438791,2006,401.5,101164.94,"418","0","0","0","0","0","0","0","0",1,"r_i",0.8084,0,2006-11-13,2036-11-30,"IO",1,1,106,254,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,101160,"418",0.4863,92127,9,7,0,1
"976",5772101,2007,159.63,12014.7,"566","0","0","0","0","0","0","0","0",0,"r_h",0.0474,0,2007-03-23,2022-03-31,"Non-IO",1,1,102,78,15,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,12534,"528",0.5802,64854,8,7,0,1
"977",4394157,2006,355.57,54500.14,"168","0","0","0","0","0","0","0","0",1,"r_c",0.735,0,2006-03-08,2035-03-31,"Non-IO",1,1,114,234,29,1,0,9,0,0,0,1,0,"NA","NA",0,-158,0,55004,"106",0.5701,44784,4,3,0,1
"978",6812397,2007,306.3,76868.61,"241","0","0","1","54","90","0","0","0",1,"r_c",0.9647,0,2007-01-16,2032-01-31,"IO",1,1,104,196,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,77118,"280",0.2928,43599,3,11,0,1
"979",7374978,2003,280.94,69587.57,"405","0","0","1","67","13165","0","0","0",0,"r_e",0.2378,0,2003-12-17,2017-12-31,"IO",1,1,141,27,14,1,0,9,0,0,0,2,2.8393,"41943","11",0,-504,0,69676,"392",0.5076,36641,5,6,0,1
"980",7929684,2006,317.11,42177.11,"440","0","0","0","0","0","0","0","0",0,"r_i",0.6416,0,2006-09-04,2031-09-30,"Non-IO",1,1,108,192,25,1,0,9,0,0,0,1,0,"NA","NA",0,-300,0,43126,"440",0.2062,61773,9,12,0,1
"981",8575112,2006,466.53,61729.76,"514","0","0","0","0","0","0","0","0",1,"r_e",0.4212,0,2006-05-17,2031-05-31,"Non-IO",1,1,112,188,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,62502,"508",0.5798,66396,8,2,0,1
"982",5750223,2004,455.4,120739.82,"303","0","0","0","0","0","0","0","0",0,"r_c",0.9344,0,2004-01-27,2039-01-31,"IO",1,1,140,280,35,1,0,9,0,0,0,1,0,"NA","NA",0,-14,0,120736,"290",0.4542,66054,8,12,0,1
"983",9806085,2006,421.1,75789.65,"534","0","0","0","0","0","0","0","0",1,"r_a",0.7687,0,2006-12-15,2041-12-31,"Non-IO",1,1,105,315,35,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,76204,"534",0.3812,59209,6,14,0,1
"984",5460998,2005,421.44,53991.42,"506","0","0","0","0","0","0","0","0",0,"r_b",0.2534,0,2005-06-01,2030-06-30,"Non-IO",1,1,123,177,25,1,0,9,0,0,0,1,0,"NA","NA",0,-25784,0,56456,"504",0.4703,52596,3,8,0,1
"985",4440646,2004,481.32,57741.17,"454","0","0","0","0","0","0","0","0",0,"r_e",0.3785,0,2004-08-10,2029-08-31,"Non-IO",1,1,133,167,25,1,0,9,0,0,0,1,0,"NA","NA",0,-1762,0,58796,"460",0.3324,59630,8,11,0,1
"986",3971080,2006,644.86,86686.77,"490","0","0","0","0","0","0","0","0",1,"r_c",0.7409,0,2006-10-20,2031-10-31,"Non-IO",1,1,107,193,25,1,0,9,0,0,0,1,0,"NA","NA",0,-188,0,87728,"490",0.1975,69494,9,12,0,1
"987",2750680,2007,3382.38,893684.7,"389","0","0","0","0","0","0","0","0",0,"r_f",0.6093,0,2007-01-16,2020-01-31,"IO",1,1,104,52,13,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,893690,"410",0.3792,54537,3,15,0,1
"988",8719996,2012,159.37,175450.89,"460","0","0","0","0","0","0","0","0",0,"r_f",0.3081,0,2012-04-13,2031-08-31,"IO",1,1,41,191,19,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,175450,"416",0.331,86324,6,12,0,1
"989",3575803,2006,396.38,46155.96,"480","0","0","0","0","0","0","0","0",0,"r_c",0.3868,0,2006-07-20,2028-07-31,"Non-IO",1,1,110,154,22,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,46928,"468",0.1608,76172,10,13,0,1
"990",2301880,2007,446.3,112469.83,"515","0","0","0","0","0","0","0","0",1,"r_m",0.8056,0,2007-02-09,2027-02-28,"IO",1,1,103,137,20,1,0,9,0,0,0,1,0,"NA","NA",0,-132,0,112464,"516",0.522,60808,7,11,0,1
"991",2582924,2007,679.22,179462.32,"554","0","0","0","0","0","0","0","0",0,"r_d",0.6972,0,2007-01-30,2027-01-31,"IO",1,1,104,136,20,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,179464,"554",0.4705,44186,2,2,0,1
"992",1640875,2004,437.97,115105.87,"135","0","0","1","7","3091","0","0","0",0,"r_f",0.4976,0,2004-11-19,2031-11-30,"IO",1,1,130,194,27,1,0,9,0,0,0,1,0,"NA","NA",0,-520,0,114554,"174",0.4163,46019,4,7,0,1
"993",4677532,2006,652.27,104260.49,"309","0","0","0","0","0","0","0","0",1,"r_l",0.7738,0,2006-12-14,2036-12-31,"Non-IO",1,1,105,255,30,1,0,9,0,0,0,1,0,"NA","NA",0,-120,0,105086,"286",0.6577,56213,5,6,0,1
"994",6960808,2005,860.5,210911.97,"270","0","0","4","7","29978","0","0","0",0,"r_d",0.7183,0,2005-04-13,2028-04-30,"IO",1,1,125,151,23,1,0,9,0,0,0,1,0,"NA","NA",0,-16,0,210966,"276",0.3008,37821,3,15,0,1
"995",9754668,2007,489.29,88007.15,"316","0","0","0","0","0","0","0","0",1,"r_h",0.8982,0,2007-02-26,2042-02-28,"Non-IO",1,1,103,317,35,1,0,9,1,0,0,2,2,"41973","10",0,0,0,88484,"336",0.7474,99229,4,5,1,0
"996",1791682,2007,487.11,78394.11,"555","0","0","0","0","0","0","0","0",1,"r_e",0.2221,0,2007-04-26,2037-04-30,"Non-IO",1,1,101,259,30,1,0,9,0,0,0,1,0,"NA","NA",0,-20,0,79002,"418",0.4361,86416,5,6,0,1
"997",4153467,2006,465.53,82999.15,"419","0","0","0","0","0","0","0","0",1,"r_l",0.8383,0,2006-07-27,2041-07-31,"Non-IO",1,1,110,310,35,1,0,9,0,0,0,1,0,"NA","NA",0,-78,0,83476,"396",0.7486,51012,2,6,0,1
"998",9263542,2004,503,75758.17,"492","0","0","0","0","0","0","0","0",1,"r_d",0.6112,0,2004-10-25,2034-10-31,"Non-IO",1,1,131,229,30,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,76458,"492",0.6011,52058,4,6,0,1
"999",6559431,2006,470,82999.82,"204","0","0","0","0","0","0","0","0",1,"r_e",0.2396,1.3,2006-05-04,2041-05-31,"Non-IO",2,2,112,308,35,1,0,9,1,0,0,2,2,"42247","1",0,940,2,83028,"224",0.8002,41406,3,8,1,0
"1000",6195381,2005,1152.4,35337.12,"332","0","0","0","0","0","0","0","0",0,"r_h",0.1656,0,2005-07-22,2019-07-31,"Non-IO",1,1,122,46,14,1,0,9,0,0,0,1,0,"NA","NA",0,-42492,0,39696,"324",0.4264,109976,11,11,0,1
"1001",6848002,2007,481.2,121531.27,"307","0","0","0","0","0","0","0","0",1,"r_g",0.9231,0,2007-03-07,2032-03-31,"IO",1,1,102,198,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,121526,"308",0.3142,61131,8,11,0,1
"1002",7059883,2006,411.5,97824.17,"357","0","0","0","0","0","0","0","0",1,"r_c",0.8568,0,2006-09-06,2041-09-30,"Non-IO",1,1,108,312,35,1,0,9,0,0,0,1,0,"NA","NA",0,-104,0,97896,"404",0.4354,45564,6,12,0,1
"1003",1032022,2004,805.8,213748.94,"330","0","0","1","52","1005","0","0","0",0,"r_d",0.5702,0,2004-10-28,2027-10-31,"IO",1,1,131,145,23,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,213740,"324",0.5347,57512,9,6,0,1
"1004",9847357,2006,0.38,99.1,"528","0","0","0","0","0","0","0","0",0,"r_d",2e-04,0,2006-06-14,2020-06-30,"IO",1,1,111,57,14,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,100,"528",0.5292,42759,5,9,0,1
"1005",4546787,2005,1078.43,139170.58,"357","0","0","1","14","18990","0","0","0",0,"r_d",0.5402,0,2005-06-09,2030-06-30,"Non-IO",1,1,123,177,25,1,0,9,0,0,0,1,0.1064,"NA","NA",0,-22,0,141162,"354",0.5475,81567,9,7,0,1
"1006",9627670,2005,705.71,77082.34,"364","1","79","1","79","0","0","0","0",1,"r_e",0.3773,0,2005-09-26,2027-09-30,"Non-IO",1,1,120,144,22,1,0,9,0,0,0,1,0.9455,"NA","NA",0,668,0,78578,"302",0.3617,86565,10,10,0,1
"1007",8822263,2007,257.73,17177.7,"521","0","0","0","0","0","0","0","0",0,"r_d",0.065,0,2007-03-27,2022-03-31,"Non-IO",1,1,102,78,15,1,0,9,0,0,0,1,0,"NA","NA",0,-7000,0,17848,"520",0.4789,60010,6,5,0,1
"1008",2620810,2006,726.24,182251.87,"288","0","0","0","0","0","0","0","0",1,"r_d",0.6891,0,2006-06-06,2031-06-30,"IO",1,1,111,189,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,182254,"256",0.5632,78151,6,7,0,1
"1009",1092259,2003,201,22552.34,"507","0","0","0","0","0","0","0","0",1,"r_l",0.299,0,2003-02-04,2028-02-29,"Non-IO",1,1,151,149,25,1,0,9,0,0,0,1,0,"NA","NA",0,-124,0,22938,"508",0.5317,55755,8,3,0,1
"1010",3935303,2005,496.96,78538.02,"235","1","52","1","52","0","0","1","0",0,"r_m",0.7037,1,2005-08-09,2035-08-31,"Non-IO",2,2,121,239,30,1,0,9,0,0,0,2,1,"NA","NA",0,496,2,79068,"238",0.52,84568,7,6,0,1
"1011",1553753,2007,657.2,166644.32,"218","0","0","0","0","0","0","0","0",1,"r_d",0.8509,2,2007-01-23,2035-01-31,"IO",2,2,104,232,28,1,0,9,0,0,0,2,2,"42277","0",0,658,2,165642,"226",0.4513,96763,9,4,0,1
"1012",5496381,2007,1544.8,390499.85,"295","0","0","1","52","6922","0","0","0",0,"r_d",0.7325,0,2007-03-21,2030-03-31,"IO",1,1,102,174,23,1,0,9,0,0,0,2,1.8503,"NA","NA",0,2858,2,390878,"296",0.3763,46111,4,12,0,1
"1013",1019519,2006,532.2,71388.74,"193","0","0","0","0","0","0","0","0",1,"r_g",0.8241,0,2006-07-27,2031-07-31,"Non-IO",1,1,110,190,25,1,0,9,0,0,0,2,1.0033,"NA","NA",0,526,0,72422,"330",0.4023,75949,6,9,0,1
"1014",7805788,2006,567.46,89929.75,"284","0","0","0","0","0","0","0","0",1,"r_l",0.728,0,2006-08-17,2036-08-31,"Non-IO",1,1,109,251,30,1,0,9,0,0,0,1,0,"NA","NA",0,-16,0,90660,"346",0.5984,63287,5,11,0,1
"1015",3272298,2007,942.8,238111.48,"439","0","0","0","0","0","0","0","0",1,"r_d",0.804,0,2007-01-18,2032-01-31,"IO",1,1,104,196,25,1,0,9,0,0,0,1,0,"NA","NA",0,0,0,238100,"420",0.6055,44202,3,5,0,1
"1016",4216650,2005,523.9,131547.91,"190","0","0","0","0","0","0","0","0",1,"r_b",0.8895,0,2005-11-29,2035-11-30,"IO",1,1,118,242,30,1,0,9,1,0,0,1,0,"NA","NA",0,-16,0,131542,"272",0.6539,84839,10,10,1,0
"1017",3450359,2006,552.39,145315.29,"273","0","0","0","0","0","0","0","0",0,"r_f",0.4937,0,2006-12-04,2031-12-31,"IO",1,1,105,195,25,1,0,9,0,0,0,1,0,"NA","NA",0,-474,0,145426,"290",0.3862,36936,1,11,0,1
